,Unnamed: 0,property_type,price,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,date_added,agency,agent,Area_in_Marla
113003,122407,House,2800000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Al Madina Property Adviser,Tallat Mehmood Niazi,1.0
113004,122408,House,5000000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Al Madina Property Adviser,Tallat Mehmood Niazi,2.0
113005,122409,House,6500000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Al Madina Property Adviser,Tallat Mehmood Niazi,3.0
113006,122410,House,9500000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Al Madina Property Adviser,Tallat Mehmood Niazi,4.0
113007,122411,House,16000000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Al Madina Property Adviser,Tallat Mehmood Niazi,5.0
113008,122412,House,17000000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Al Madina Property Adviser,Tallat Mehmood Niazi,6.0
113009,122413,House,8800000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Al Madina Property Adviser,Tallat Mehmood Niazi,5.0
113010,122414,House,7000000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Al Madina Property Adviser,Tallat Mehmood Niazi,3.0
113011,122415,House,22500000,Sadiqa Abad,Rawalpindi,Punjab,33.63238,73.080232,0,For Sale,0,2019-07-02,Al Madina Property Adviser,Tallat Mehmood Niazi,10.0
113012,122416,House,9500000,Haji Chowk,Rawalpindi,Punjab,33.630256,73.089402,0,For Sale,5,2019-07-02,Ahmed Property Advisor,Ch. Iftikhar Ahmed,5.0
113013,122417,House,6300000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Ahmed Property Advisor,Ch. Iftikhar Ahmed,2.0
113014,122418,House,10000000,Peshawar Road,Rawalpindi,Punjab,33.602664000000004,73.03019599999999,5,For Sale,4,2019-07-03,Self,Self,4.0
113015,122422,House,4500000,Khurram Colony,Rawalpindi,Punjab,33.625787,73.09369000000001,0,For Sale,4,2019-07-02,Citizen Property Advisor,Raja Abdul Majeed,2.0
113042,122451,House,40000,Mangral Town,Rawalpindi,Punjab,33.613702,73.118296,0,For Rent,0,2019-07-03,Awan Real Estate,Raja waseem ahmed,5.0
113043,122452,Lower Portion,32000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.506334,73.07865100000001,3,For Rent,2,2019-07-03,Green Eyes Marketing,Syed Nasir Ali,10.0
113044,122453,Upper Portion,30000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,0,For Rent,0,2019-07-03,Al Noor Associates,Murad  Bukhari,10.0
113045,122454,House,32000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Rent,0,2019-07-03,Al Madina Property Adviser,Tallat Mehmood Niazi,3.0
113046,122455,House,50000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Rent,0,2019-07-03,Al Madina Property Adviser,Tallat Mehmood Niazi,4.0
113047,122456,Upper Portion,25000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Rent,0,2019-07-03,Al Madina Property Adviser,Tallat Mehmood Niazi,3.0
113048,122457,Lower Portion,14000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Rent,0,2019-07-03,Al Madina Property Adviser,Tallat Mehmood Niazi,3.0
113049,122458,Upper Portion,23000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Rent,0,2019-07-03,Al Madina Property Adviser,Tallat Mehmood Niazi,4.0
113050,122459,House,31000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Rent,0,2019-07-03,Al Madina Property Adviser,Tallat Mehmood Niazi,3.0
113051,122460,Lower Portion,16000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Rent,0,2019-07-03,Al Madina Property Adviser,Tallat Mehmood Niazi,3.0
113052,122461,House,50000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Rent,0,2019-07-03,Ahmed Property Advisor,Ch. Iftikhar Ahmed,14.0
113053,122462,Upper Portion,12000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Rent,0,2019-07-03,Citizen Property Advisor,Raja Abdul Majeed,4.0
113054,122463,Lower Portion,13000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Rent,0,2019-07-03,Citizen Property Advisor,Raja Abdul Majeed,4.0
113055,122474,House,12000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Rent,0,2019-07-03,Citizen Property Advisor,Raja Abdul Majeed,4.0
113056,122475,House,13000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Rent,0,2019-07-03,Citizen Property Advisor,Raja Abdul Majeed,4.0
113173,122609,House,3000000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Shaheen Real Estate & Builders,Ajmel Aziz,1.0
113174,122610,House,2500000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Shaheen Real Estate & Builders,Ajmel Aziz,1.0
113175,122611,House,6000000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Shaheen Real Estate & Builders,Ajmel Aziz,2.5
113176,122612,House,6000000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Shaheen Real Estate & Builders,Ajmel Aziz,3.0
113177,122613,House,10000000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Shaheen Real Estate & Builders,Ajmel Aziz,4.0
